doc_id,news_title,sentiment,char_length,word_count,processed_text
1014,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,1,269,40,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer norsun sign contract okmetic supply norsun mono silicon crystal use solar cell manufacture
1015,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,-1,70,15,dilute earnings per share eps stand eur versus eur
1016,"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",1,250,45,joint venture call nokia siemens network comprise nokia network business group siemens carrier relate operation create estimate synergy billion euro billion nokia
1017,etcm looks to gain nissan 's market share on new launches,1,57,11,etcm look gain nissan market share launch
1018,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,-1,91,15,finnish airline finnair start temporary layoff cabin crew february
1019,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",-1,153,28,finnish electronics contract manufacturer scanfil report net sale eur quarter eur earlier
1020,"o&g professionals forced to seek opportunities outside industry, says recruitment specialist",1,92,11,professional force seek opportunity outside industry recruitment specialist
1021,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",-1,170,35,nokia share price fell less euro helsinki siemens share fell euro frankfurt
1022,capitaland wins bid for 2 prime guangzhou residential sites for s$409m,1,70,11,capitaland win bid prime guangzhou residential site
1023,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",-1,217,40,commission earlier fin thyssenkrupp unite technology corp otis schindler kone oyj total mln eur allege cartel activity lift market go back twelve
1024,"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",1,128,22,sysopen digia plc press release february ibm finland reward distinguish partner
1025,chin teck expects higher cpo price to boost revenue in fy17,1,59,11,chin teck expect higher cpo price boost revenue
1026,"with businesses split on us border tax, wider reform looks shaky",-1,64,11,business split border tax wider reform look shaky
1027,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",-1,133,30,see market continue tight magazine paper target close deal end
1028,kpj healthcare cut to hold at n2n surges to 10-year high on entry of sbi,-1,72,15,kpj healthcare cut hold surge high entry sbi
1029,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,-1,77,12,glaxosmithkline share price slip fda okay asthma therapy adult
1030,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,1,107,19,renovation biggest mould line orhangazi foundry modern line europe
1031,"special taskforce on 1mdb to focus on asset recovery, criminal action",-1,69,11,special taskforce mdb focus asset recovery criminal action
1032,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",-1,207,43,adp news feb finnish retailer kesko oyj hel kesbv today total sale exclude value add tax vat stand eur million usd january yea
1033,"san miguel takes a look at malaysia, building spam plant: ang",1,61,11,san miguel take look malaysia build spam plant ang
1034,"cliq energy to raise rm210m via rights issue, confirms the edge report",1,70,12,cliq energy raise right issue confirm edge report
1035,"gst refund shortfall at rm19.3b, bigger than previously stated, says guan eng",-1,77,12,gst refund shortfall bigger previously state guan eng
1036,asean e-commerce poised for explosive growth on the back of china 's tech dragons,1,81,14,asean commerce poise explosive growth back china tech dragon
1037,full apex unit to invest s$4 bil in saudi petrochemical project,1,63,11,full apex unit invest bil saudi petrochemical project
1038,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",-1,112,20,july september konecranes sale decrease eur eur july september
1039,fgv 's embattled chief zakaria turns up at macc office to give statement,-1,72,13,fgv embattle chief zakaria turn macc office give statement
1040,frasers commercial trust posts 2.4% rise in 2q dpu to 2.51 s ' pore cents,1,73,15,frasers commercial trust post rise dpu pore cent
1041,"global bond issuance is forecast to decline by 0.4% in 2018, says s&p",-1,69,13,global bond issuance forecast decline
1042,malaysia 's july cpi eases to 3.2% on slower transport cost growth,-1,66,12,malaysia july cpi eas slower transport cost growth
1043,Sanoma News ' advertising sales decreased by 22 % during the year .,-1,67,13,sanoma news advertise sale decrease
1044,toshiba offered us$17.9b for chip unit by silver lake and broadcom - nikkei,1,75,13,toshiba offer us$ chip unit silver lake broadcom nikkei
1045,Severn Trent share price rises as first half profit inches up as customer ...,1,77,14,severn trent share price rise half profit inch customer ...
1046,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,1,64,10,diageo sell ryder cup venue gleneagles hotel ennismore group
1047,"cover story: after a rough 2015, what should we do next? (part 2)",-1,65,13,cover story rough next part
1048,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",1,92,18,adjust change group structure division net sale increase
1049,fitch affirms malaysia 's credit rating; expects the country 's strong growth momentum to continue,1,98,15,fitch affirm malaysia credit rat expect country strong growth momentum continue
1050,citic envirotech secures largest project in lanzhou city worth s$943 mil,1,72,11,citic envirotech secure largest project lanzhou city worth mil
1051,govt to bear rm2.8b cost of pan borneo highway land acquisition,1,63,11,govt bear cost pan borneo highway land acquisition
1052,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",-1,114,26,publish sweden operate loss eur compare profit eur ago
1053,annual asean capital market conference to be introduced to promote region 's asset classes,1,90,14,annual asean capital market conference introduce promote region asset class
1054,renewals and festive spending drive igb reit 's 1q net profit,1,61,11,renewal festive spend drive igb reit net profit
1055,ta ann gets sustainable timber management certification for its local operations,1,80,11,ann get sustainable timber management certification local operation
1056,Finnair was able to operate most of its leisure flights despite the strike .,1,76,14,finnair able operate leisure flight despite strike
1057,"changi airport to raise aeronautical fees to help fund changi east development, improve existing terminals",1,106,15,changi airport raise aeronautical fee help fund changi east development improve exist terminal
1058,olam 's 2q earnings down 36.4% to s$94m on coffee and peanut business,-1,69,13,olam earnings coffee peanut business
1059,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1,88,16,production liquidate june employee loose job
1060,irwan serigar makes macc report over ' missing ' gst refund money,-1,65,12,irwan serigar make macc report miss gst refund money
1061,del monte pacific swings back to profitabiliity in 3q with earnings of s$12.1 mil,1,81,14,del monte pacific swing back profitabiliity earnings mil
1062,Admiral and Schroders lift FTSE with profits surge,1,50,8,admiral schroders lift ftse profit surge
1063,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",1,260,45,asimilar agreement sign china mobile ltd. sehk nyse chl largest mobile carrier thegps social network service provider promote gypsii service beijing olympic game thelatest news
